name_director;id_director
James Bobin;2384
Varun Narvekar;2385
Rajan Madhav;2386
Sarthak Dasgupta;2387
Dado C. Lumibao;2388
Craig Elrod;2389
Carlos Morett;2390
Lewis Milestone;2391
Nakul Singh Sawhney;2392
Bruce McDonald;2393
Sophie Robinson;2394
Álex de la Iglesia;2395
Samir Soni;2396
Waymon Boone;2397
Dash Shaw;2398
Nathaniel Warsh;2399
Raaghav Dar;2400
Dani Levy;2401
Howard Zieff;2402
Nana Ekvtimishvili;2403
Alessandro Pepe;2404
Claude Barras;2405
Ishi Rudell;2406
Jayson Thiessen;2407
Denny Lu;2408
Michael Steed;2409
Pippa Ehrlich;2410
David Sampliner;2411
Siu-hung Chung;2412
John Dower;2413
Nick Cassavetes;2414
Upi Avianto;2415
David Lee Miller;2416
Atsajun Sattakovit;2417
Antongiulio Panizzi;2418
Simon Curtis;2419
Bunmi Ajakaiye;2420
Moataz El Tony;2421
Donald Petrie;2422
Sabu Varghese;2423
Rajesh Touchriver;2424
Krishna Agazzi;2425
Dennis Bartok;2426
Ben Bowie;2427
Heidi Saman;2428
Nonzee Nimibutr;2429
Kristin Hanggi;2430
Haifaa Al-Mansour;2431
Hayato Date;2432
Hajime Kamegaki;2433
Masahiko Murata;2434
Hirotsugu Kawasaki;2435
Toshiyuki Tsuru;2436
Amit Saxena;2437
Martín Sastre;2438
Natalia Valdebenito;2439
Phil Burgers;2440
Alina Teodorescu;2441
Mansore;2442
Sonia Kennebeck;2443
Gene Quintano;2444
Jon Turteltaub;2445
Roman Atwood;2446
Chad L. Scheifele;2447
George Stevens;2448
Yu Yang;2449
Neal Brennan;2450
Jaivi Dhanda;2451
Hari Nath;2452
Pablo Larraín;2453
Josh Webber;2454
Dennie Gordon;2455
Kunal Kohli;2456
Kevin R. Adams;2457
Arun Vaidyanathan;2458
Faraday Okoro;2459
Jordana Spiro;2460
Kelly Reichardt;2461
Tiller Russell;2462
Dan Gilroy;2463
Nicholaus Goossen;2464
Selvamani Selvaraj;2465
Tope Alake;2466
James McTeigue;2467
Yoshiyuki Momose;2468
Sathyan Anthikad;2469
Atsuko Ishizuka;2470
Samir Al Asfory;2471
Jesús Torres Torres;2472
Ruel S. Bayani;2473
Vandana Kataria;2474
Gaspar Antillo;2475
Bartosz M. Kowalski;2476
Brian Knappenberger;2477
Liz Plonka;2478
Anthony Bell;2479
Tim Maltby;2480
Richard Finn;2481
Heidi Ewing;2482
Kiki Goshay;2483
Carlos Sorín;2484
Peter Middleton;2485
Fred Cavayé;2486
Alexandre Avancini;2487
Rushmore DeNooyer;2488
Martin Gorst;2489
Giulia Clark;2490
Sarah Holt;2491
Terri Randall;2492
Doug Hamilton;2493
Peter Fison;2494
Graham Townsley;2495
Paula Apsell;2496
Oliver Twinch;2497
Llewellyn M. Smith;2498
Daniel McCabe;2499
Peter Yost;2500
Tom Stubberfield;2501
Noel Dockstader;2502
Gail Willumsen;2503
Sacha Gervasi;2504
Lesli Linka Glatter;2505
Peter Pardini;2506
Sam Taylor-Johnson;2507
DJ Chen;2508
Dana Doron;2509
Enrico Bisi;2510
Lars von Trier;2511
Marco Dutra;2512
Mat Whitecross;2513
Jacques Perrin;2514
Luke Sparke;2515
Blair Simmons;2516
Nishanth Ravindaran;2517
Nacho G. Velilla;2518
Fernando González Molina;2519
Shawn Crahan;2520
Florian Schnell;2521
Olivier Jean-Marie;2522
Poj Arnon;2523
Michael John Warren;2524
B. V. Nandini Reddy;2525
Bong Joon Ho;2526
Kitaro Kosaka;2527
André D'Elia;2528
David Schalko;2529
Oliver Stone;2530
Ildiko Enyedi;2531
Alessio Cremonini;2532
Clarence Yiu-leung Fok;2533
Heitor Dhalia;2534
Pradip Kurbah;2535
Felix Chong;2536
Kanwal Sethi;2537
Matt Askem;2538
Charlie Lightening;2539
Simon Rumley;2540
Sergio Leone;2541
Shashilal K. Nair;2542
Devika Bhagat;2543
Banjong Pisanthanakun;2544
Ashok Nanda;2545
Morgan Spurlock;2546
Roman Gackowski;2547
Mike Clattenburg;2548
Tim Rouhana;2549
Noah Moskin;2550
Jasmine D'Souza;2551
Manatsanun Phanlerdwongsakul;2552
Takashi Doscher;2553
Nicolas Winding Refn;2554
Michael Civille;2555
Bill Guttentag;2556
Isaac Rentz;2557
Tomas Portella;2558
Martin Wood;2559
John H. Lee;2560
Dante Lam;2561
Logan Kibens;2562
Chia Tang;2563
Mark Ritchie;2564
Hatem Khraiche;2565
Lee Kirk;2566
Peter McDonnell;2567
Kiran Narayanan;2568
Chris Kelly;2569
Ben C. Lucas;2570
Parthiban;2571
Jayaraj Rajasekharan Nair;2572
Mark Franchetti;2573
Jesse Peretz;2574
Miguel Ángel Lamata;2575
Ritesh Batra;2576
Takuya Igarashi;2577
John Hoffman;2578
Dylan Howitt;2579
Adam Collins;2580
Mikael Håfström;2581
Glen Keane;2582
Murat Kepez;2583
Chanon Yingyong;2584
Paul Spurrier;2585
Richard LaGravenese;2586
Tigmanshu Dhulia;2587
Chandran Narikode;2588
Sudha Kongara;2589
Jorge Granier;2590
Juan Antin;2591
Mariana Tschudi;2592
R. Balki;2593
Frasco Mortiz;2594
Rakesh Ranjan Kumar;2595
Amol Palekar;2596
Paakhi Tyrewala;2597
Piti Jaturaphat;2598
Amber Tamblyn;2599
Alex Law;2600
Eduardo Pinto;2601
Cosima Spender;2602
Feroz;2603
Jung-woo Park;2604
Rana Eid;2605
Jonathan A. Rosenbaum;2606
Bhagyaraj;2607
Rebecca Addelman;2608
Xavier Durringer;2609
Monique Gardenberg;2610
Daryl Hannah;2611
Oren Peli;2612
Franck Phelizon;2613
Sam Fell;2614
Daniel Arasanz;2615
Gafoor Y. Elliyaas;2616
Syed Atif Ali;2617
Jennie Livingston;2618
Elisabeth Vogler;2619
Kim Joo-hyung;2620
Abhishek Sharma;2621
Ian MacNaughton;2622
Kevin Hooks;2623
Mandie Fletcher;2624
Phillip Noyce;2625
Dileep Narayanan;2626
Cheta Chukwu;2627
Paritosh Painter;2628
Suman Ghosh;2629
Felix Starck;2630
John Lee;2631
Paul Reubens;2632
Anusha Rizvi;2633
Han Han;2634
Mohd Khairul Azri Bin Md Noor;2635
Shubham Singh;2636
Rodrigo Triana;2637
Mark Palansky;2638
J.C. Falcón;2639
C.J. Wallis;2640
James Foley;2641
Rayka Zehtabchi;2642
Lee Kyoungmi;2643
Jason Orley;2644
Tony Stone;2645
Reinhard Klooss;2646
Karthik Subbaraj;2647
Ali Samadi Ahadi;2648
Karan Lalit Butani;2649
Kabir Khan;2650
Jean-Loup Felicioli;2651
Neeraj Vora;2652
Ajay Bhuyan;2653
Vijay Maurya;2654
Abhishek Saxena;2655
Dana Nachman;2656
Peter Webber;2657
Kornél Mundruczó;2658
Nicolas Pesce;2659
Christopher Nolen;2660
Vinod Kapri;2661
Mat King;2662
Aniruddha Roy Chowdhury;2663
Byeon Hee-sun;2664
Shazia Ali Khan;2665
Oscar Micheaux;2666
Akshay Akkineni;2667
Christophe Honoré;2668
Jorge Blanco;2669
Gabriele Muccino;2670
Jean-Simon Chartier;2671
QLF;2672
Tom Whitworth;2673
Alfonso Rodríguez;2674
Guillermo Garcia;2675
Joe Lynch;2676
Kunihiko Yuyama;2677
Tetsuo Yajima;2678
Lars Klevberg;2679
Nidhi Sharma;2680
Ziggy Hofmeyr;2681
Wim Wenders;2682
Gabe Klinger;2683
Wolfgang Petersen;2684
Sameer Patil;2685
Steve McLean;2686
Shreyas Talpade;2687
Shirley Frimpong-Manso;2688
Seth Henrikson;2689
Dhanush;2690
Charlie Haskell;2691
James Barr;2692
Ashish R. Shukla;2693
Sanjiv Jaiswal;2694
Sam Irvin;2695
Linda Korsten;2696
Bhavik Thakore;2697
Stephen Cone;2698
Tamara Jenkins;2699
Bhavin Wadia;2700
Kanika Batra;2701
Henry Joost;2702
Nelson McCormick;2703
Zeek Earl;2704
Sang-ho Yeon;2705
Ian Edelman;2706
Kabir Bhatia;2707
Anurag Singh;2708
Ranjit Jeyakodi;2709
Luis Prieto;2710
Roy Burdine;2711
Chris Miller;2712
Luv Ranjan;2713
Saket Chaudhary;2714
Michael Tolajian;2715
Tanuja Chandra;2716
Jagdeep Sidhu;2717
Daan Jansen;2718
Dustin Hoffman;2719
Carlos Vermut;2720
Roy Campanella II;2721
Rashida Jones;2722
Saravana Rajan;2723
Richard Correll;2724
Honey Trehan;2725
Mastan Alibhai Burmawalla;2726
Raphael Erichsen;2727
Peter Howitt;2728
Hari Viswanath;2729
Lydia Dean Pilcher;2730
Rahul Dholakia;2731
Pawan Kripalani;2732
Bhushan Patel;2733
Manish Gupta;2734
Jeremy Coon;2735
Ding Sheng;2736
Barry Levinson;2737
Soukarya Ghosal;2738
Linas Phillips;2739
Peter Sollett;2740
Kunal Deshmukh;2741
Leena Yadav;2742
Basu Chatterjee;2743
Abhijit Kokate;2744
Phil Johnston;2745
Anthony Pierce;2746
Derek Peck;2747
Eric Khoo;2748
Sanjay Dayma;2749
Uwe Boll;2750
Kim Sung-hoon;2751
Girish Joshi;2752
Gore Verbinski;2753
Amir Mohiuddin;2754
Alejandro Ruax;2755
Robin Aubert;2756
Michael Showalter;2757
Hussein Kamal;2758
Husam El-Gohari;2759
Luis Javier Henaine;2760
Tom Whitter;2761
Nicholas Ray;2762
Karl Mueller;2763
Michael James Regan;2764
Craig Anderson;2765
John Milius;2766
Amitava Bhattacharya;2767
Marina Willer;2768
Clementine Malpas;2769
Benjamin Dickinson;2770
Andy Capper;2771
Brian Oakes;2772
Bent-Jorgen Perlmutt;2773
Sam Cullman;2774
Stuart Sender;2775
Kelly Duane de la Vega;2776
Sara Dosa;2777
Shamyl Othman;2778
Allen Coulter;2779
Julián Hernández;2780
Shin Won-ho;2781
René Pérez Joglar;2782
Merawi Gerima;2783
Linda Saffire;2784
Andrew Bujalski;2785
Josh Izenberg;2786
Álvaro Delgado-Aparicio L.;2787
Vijay Jayapal;2788
Glen Goei;2789
Lee Seung-won;2790
Joe Miale;2791
Jani Lachauer;2792
Thomas Toby Parkinson;2793
Jeff Margolis;2794
John L. Spencer;2795
Rachel Griffiths;2796
Paco Aguilar;2797
Jakob Lass;2798
Jon Avnet;2799
John Lyde;2800
Rhiannon Bannenberg;2801
Pieter Kuijpers;2802
Devaki Singh;2803
Saw Teong Hin;2804
Cüneyt Kaya;2805
Marcelo Altmark;2806
Isao Yukisada;2807
David LaChapelle;2808
Andres Clariond;2809
Amit Rai;2810
Steve Rash;2811
Tyler Spindel;2812
Pierfrancesco Diliberto;2813
Nicholas Winter;2814
Hanno Olderdissen;2815
Joe Murray;2816
John G. Avildsen;2817
Sylvester Stallone;2818
Brandon Jones;2819
Mike Gunther;2820
Nancy Schwartzman;2821
Mitch Dickman;2822
Alfonso Cuarón;2823
Yuki Tanada;2824
Ketche;2825
Erol Özlevi;2826
Robbie Grewal;2827
Diego Cohen;2828
Tom Forrest;2829
Sebastian DiNatale;2830
Lenny Abrahamson;2831
Matthew Atkinson;2832
Max Lang;2833
Pavitra Chalam;2834
Shweta Basu Prasad;2835
Scott Moran;2836
Sydney Sibilia;2837
Roman Polanski;2838
John Dahl;2839
Prabhu Deva;2840
Michael Larnell;2841
Jay Chandrasekhar;2842
Stig Bergqvist;2843
Atanu Mukherjee;2844
Rob Reiner;2845
Jeeva;2846
Garry Marshall;2847
David L. Cunningham;2848
Amit Roy;2849
Sam Dunn;2850
Dave Higby;2851
Jen McGowan;2852
Dharmendra Suresh Desai;2853
Alex Infascelli;2854
David Lam;2855
Pedro Flores Maldonado;2856
Vipin Parashar;2857
Sujeeth;2858
Raman Kumar;2859
Saurabh Sinha;2860
Farhan Alam;2861
Vijay Roche;2862
Rocky Soraya;2863
Guillermo de Oliveira;2864
Hakan Yonat;2865
Michael Seater;2866
Balu Mahendra;2867
Ehtesham Uddin;2868
Kireet Khurana;2869
Colin Trevorrow;2870
Pierre Coré;2871
JP Habac;2872
Sanjay Soorkar;2873
A. Salaam;2874
Anand Kamalakar;2875
Mohamed Hamdy;2876
Walter C. Miller;2877
Partha Chakraborty;2878
K. Gopinathan;2879
Michael Carney;2880
Amr Arafa;2881
Dan Forrer;2882
Bruce MacDonald;2883
Rajeev Patil;2884
Fernando Coimbra;2885
Elite Zexer;2886
Steven Brill;2887
Akashdeep;2888
Glenn Miller;2889
Blayne Weaver;2890
Moto Sakakibara;2891
Chris Roland;2892
Norberto López Amado;2893
Natasha Lyonne;2894
Liam Lynch;2895
Andreas Prochaska;2896
A.R. Murugadoss;2897
Rajiv Menon;2898
Venugopan;2899
Vikram Pradhan;2900
Kamal Sahani;2901
V. Scott Balcerek;2902
Kenzo Maihara;2903
Raj N. Sippy;2904
Damon Cardasis;2905
John Lee Hancock;2906
Jeffrey G. Hunt;2907
Swapna Waghmare Joshi;2908
Kevan Peterson;2909
Dino Risi;2910
Keenen Ivory Wayans;2911
Malcolm D. Lee;2912
Grand Corps Malade;2913
Lars Büchel;2914
Alexx Media;2915
He Xiaofeng;2916
Hiroshi Aoyama;2917
Edgar Wright;2918
Wes Craven;2919
Billy Corben;2920
Gary Mak;2921
Scot Armstrong;2922
Steven Zaillian;2923
Malik Bendjelloul;2924
Dominic Sena;2925
Rik Reinholdtsen;2926
Jay Chou;2927
Billy Ray;2928
Advait Chandan;2929
Kasia Uscinska;2930
Susannah Ward;2931
Sam Taplin;2932
Vicky Matthews;2933
James Tovell;2934
Louise Wardle;2935
Stefon Bristol;2936
Roberta Grossman;2937
Raj Babu;2938
Alejandra Márquez Abella;2939
Benson Lee;2940
Wayne Blair;2941
Kenneth Müller;2942
Greg Barker;2943
Katleho Ramaphakela;2944
Claire Scanlon;2945
Liu Jiang;2946
Anand Ravichandran;2947
R. Kannan;2948
Biodun Stephen;2949
Chris Eigeman;2950
Daniel Sánchez Arévalo;2951
Sergei Bodrov;2952
Michael Patrick King;2953
Sylvie Verheyde;2954
Sean Anders;2955
Max Martini;2956
Jean-Bernard Marlin;2957
Zhang Yimou;2958
Bejoy Nambiar;2959
Krishna Vamshi;2960
Teng Huatao;2961
Gurudev Bhalla;2962
Jay Grace;2963
Samar Khan;2964
Grant Singer;2965
Jim Field Smith;2966
Nate Adams;2967
Måns Mårlind;2968
Oliver Schmitz;2969
Ramesh Sippy;2970
Oren Uziel;2971
Matias Mariani;2972
Sandi Tan;2973
Raymond McGrath;2974
Adele K. Thomas;2975
Richard Bailey;2976
Raj Nidimoru;2977
Jitendra Tiwari;2978
Destin Daniel Cretton;2979
Amitabha Singh;2980
Barney Clay;2981
Jason Moore;2982
Amit Barot;2983
Adarsh Eshwarappa;2984
Rano Karno;2985
Fabio Grassadonia;2986
Vivek Wagh;2987
Ian Samuels;2988
Gaurav Narayanan;2989
Limbert Fabian;2990
M.J. Bassett;2991
Jason Cohen;2992
Halitha Shameem;2993
David O. Russell;2994
Julia Knowles;2995
Alex Gibney;2996
Nuhash Humayun;2997
Shakti Samanta;2998
Anil Sharma;2999
Raditya Dika;3000
Robert Kouba;3001
Dorian Fernández-Moris;3002
Gregg Bishop;3003
Sean Hanish;3004
Corey Grant;3005
Sharmeen Obaid-Chinoy;3006
Ali Kalthami;3007
Daniel Effiong;3008
Ekachai Uekrongtham;3009
Eduardo Casanova;3010
Renny Harlin;3011
Ringo Lam;3012
Nguyen Thanh Tung;3013
Fredric Lean;3014
Colin Strause;3015
Andrea Molaioli;3016
Leslye Headland;3017
Pantham Thongsang;3018
Sivaroj Kongsakul;3019
Joe Nussbaum;3020
Billy Bob Thornton;3021
Eric Aghimien;3022
John Maclean;3023
Evan Katz;3024
Joe Dante;3025
Ian Nelms;3026
Noam Murro;3027
Alberto Rodríguez;3028
Alex Winter;3029
Fred Olen Ray;3030
Chris Koch;3031
Marcos Carnevale;3032
Jonathan Ignatius Green;3033
Akira Saitoh;3034
Abbas Mustan;3035
Hugo Stuven;3036
Ian MacAllister-McDonald;3037
Jennifer Kaytin Robinson;3038
Manolo Caro;3039
Carlo Padial;3040
Nancy Meyers;3041
Kevin Layne;3042
Julius Avery;3043
Ivan Ayr;3044
Jeffrey C. Bell;3045
Shaad Ali;3046
Juan Antonio de la Riva;3047
David Allensworth;3048
Emilio Martínez Lázaro;3049
Sam O'Steen;3050
Samuel Jouy;3051
Nic Mathieu;3052
Dan Harris;3053
Mark Sloper;3054
Sam Rega;3055
Alex Israel;3056
Sam Raimi;3057
Peter Ramsey;3058
Beth Sleven;3059
Anthony Abrams;3060
Bernie Denk;3061
Tom McCarthy;3062
Harmony Korine;3063
Thom Zimny;3064
Storm Saulter;3065
Javier Ruiz Caldera;3066
Christopher Ray;3067
Adam Alleca;3068
Alison E. Rose;3069
Jon Izen;3070
Steven Rinella;3071
Todd Phillips;3072
Ola Flyum;3073
Yang Woo-seok;3074
Adam McKay;3075
Akiva Goldsman;3076
Maximilian Erlenwein;3077
Danny Boyle;3078
Arjun Gourisaria;3079
Chatchai Katenut;3080
Jon J. Whelan;3081
Alex Holmes;3082
Raj B. Shetty;3083
James Sweeney;3084
Rowan Athale;3085
Arthur Allan Seidelman;3086
Katherine Dieckmann;3087
Georges Hachem;3088
Amar Kaushik;3089
Leïla Sy;3090
Victor Cook;3091
Baz Luhrmann;3092
Ester Gould;3093
Andrew Bergman;3094
Yance Ford;3095
Afonso Poyart;3096
Irek Dobrowolski;3097
Matt Tyrnauer;3098
Ali Yorgancıoğlu;3099
Jumpei Mizusaki;3100
J.M. Berrios;3101
Stefano Sollima;3102
Chayanop Boonprakob;3103
Zakariya;3104
Sarah Gavron;3105
Ariel Boles;3106
Benny Fredman;3107
Saul Dibb;3108
Joseph Cross;3109
Kasper Barfoed;3110
Jennifer Morrison;3111
Ramón Salazar;3112
Valli Bindana;3113
Partho Sen-Gupta;3114
Sumit Das;3115
Kevin Phillips;3116
Thiagarajan Kumararaja;3117
Jacob Joice;3118
Greg Mottola;3119
Gordon Parks;3120
Jesse Warn;3121
Bryan Singer;3122
Phil Sgriccia;3123
Bruce McCulloch;3124
Mangesh Kanthale;3125
Ash Brannon;3126
Kuntz Agus;3127
Matthew Cooke;3128
Anthony Caronna;3129
Matt Wechsler;3130
Jang Jae-hyun;3131
Mike Smith;3132
Warren P. Sonoda;3133
Jamie M. Dagg;3134
J.D. Dillard;3135
Ann Deborah Fishman;3136
Dan Kwan;3137
Derek Yee;3138
Daniel Oriahi;3139
Nora Fingscheidt;3140
Aamir Khan;3141
Pat Healy;3142
Han Qing;3143
Chester Tam;3144
Duncan McMath;3145
John Luessenhop;3146
Rusty Cundieff;3147
Nzingha Stewart;3148
Sian Heder;3149
Navneet Behal;3150
Aanand Rai;3151
Ram;3152
Julien Seri;3153
Archie Hekagery;3154
Chris Buck;3155
Brian Smith;3156
Don Omope;3157
Federico D'Alessandro;3158
Daniel Joseph;3159
Ryu Jung-woo;3160
Sonia Lowman;3161
Jon Greenhalgh;3162
Tanawat Aiemjinda;3163
Ahsan Rahim;3164
Dar Gai;3165
John Carchietta;3166
Kevin Munroe;3167
Michael Pressman;3168
Steve Barron;3169
Ed Perkins;3170
Einar Gabbassov;3171
Michael Barrett;3172
Natalia Garagiola;3173
Jevons Au;3174
Mandeep Kumar;3175
Peter Billingsley;3176
Yann Arthus-Bertrand;3177
Damien Leone;3178
Sukhbir Singh;3179
Dheeraj Berry;3180
Vijay;3181
Abhijit Panse;3182
Jeethu Joseph;3183
Felix Herngren;3184
Harald Zwart;3185
Brian Skiba;3186
Mitzi Vanessa Arreola;3187
Ding-Lin Wang;3188
Roger Russell;3189
Matthew Shoychet;3190
Pamela Romanowsky;3191
Geoff Anderson;3192
Esteban Sapir;3193
Julien Rambaldi;3194
Jee-woon Kim;3195
Elías León;3196
Mostafa Abu Seif;3197
Bert Marcus;3198
Andrew Douglas;3199
Ariel Vromen;3200
Thurop Van Orman;3201
Denis Hennelly;3202
Elisa Fuksas;3203
Monica Floyd;3204
Maria Sadowska;3205
Jonathan Sobol;3206
Christian Duguay;3207
Michel Hazanavicius;3208
Walter Hill;3209
André Øvredal;3210
Michael Steiner;3211
Errol Morris;3212
Kurt Voelker;3213
Ana Lily Amirpour;3214
Elliot Hegarty;3215
Keith Fulton;3216
Joel Coen;3217
Jared Moshé;3218
Brian M. Conley;3219
Chapman Way;3220
John Ford;3221
Ludovico Di Martino;3222
Estela Renner;3223
Renata Terra;3224
Tommy Avallone;3225
Domenico de Feudis;3226
Eduardo Chauvet;3227
D Ho;3228
Reginald Hudlin;3229
Kavi Raz;3230
Rolfe Kanefsky;3231
Philippe Falardeau;3232
Kirby Dick;3233
Christopher Murray;3234
Bolanle Austen-Peters;3235
Marwan Hamed;3236
Elle-Máijá Tailfeathers;3237
Kevin Ford;3238
Albert Hughes;3239
Faris Godus;3240
Dan Forgione;3241
Olivier Loustau;3242
Richard Kelly;3243
William Brent Bell;3244
Mark Herman;3245
Eric Bross;3246
Chiwetel Ejiofor;3247
Joe Mantello;3248
William Kaufman;3249
Neil Jordan;3250
Ken Kushner;3251
Nora Twomey;3252
Jackie van Beek;3253
Lester Hsi;3254
You-Jeong Chang;3255
"Sam ""Blitz"" Bazawule";3256
Stacy Title;3257
Graham Phillips;3258
Meghan O'Hara;3259
Ofir Raul Graizer;3260
Lee Chung-hyun;3261
Bumpy;3262
Elliot Silverstein;3263
Sean Menard;3264
Jon Gunn;3265
Tony Collingwood;3266
Tarek Al Eryan;3267
Craig Moss;3268
Magdy Al-Hawwary;3269
Antonio Chavarrías;3270
Michel Tikhomiroff;3271
David Pablos;3272
John Stephenson;3273
Clay Kaytis;3274
Chris Columbus;3275
Michael Buster;3276
Dito Montiel;3277
Sue Ding;3278
Ludovic Bernard;3279
Julius Onah;3280
Lukasz Kosmicki;3281
Thomas Vinterberg;3282
John Wells;3283
James Haslam;3284
Bob Nelson;3285
Ari Folman;3286
Andrew Fleming;3287
Jennifer Beamish;3288
Sebastián Schindel;3289
Kirk De Micco;3290
Marek Piwowski;3291
Randall Lobb;3292
Jarrad Paul;3293
Satish Manwar;3294
Frank Oz;3295
Tariq Khan;3296
Greg McLean;3297
Simon Stone;3298
Peter Mortimer;3299
Santiago Alvarado Ilarri;3300
Ahmed Saleh;3301
David France;3302
Armando Iannucci;3303
Patrice Laliberté;3304
Adekunle Nodash Adejuyigbe;3305
Cecilia Atán;3306
Blair Hayes;3307
William Friedkin;3308
Chang Chin-jung;3309
Stephanie Soechtig;3310
Filip Renc;3311
James Franco;3312
Charlie McDowell;3313
Bette Gordon;3314
Woo Min-ho;3315
Kieran Darcy-Smith;3316
Robert Berlinger;3317
Damien Chazelle;3318
Kelly Fremon Craig;3319
Paul Andrew Williams;3320
Mohammed Alhmly;3321
James Ponsoldt;3322
Justin Benson;3323
Aitor Arregi;3324
David Leveaux;3325
Michael Duggan;3326
Luc Besson;3327
Michael Samuels;3328
Jenée LaMarque;3329
Coerte Voorhees;3330
Rodrigo Van Der Put;3331
Hugh WIlson;3332
Glen Winter;3333
Brian Levant;3334
Sean Baker;3335
Meng Hua Ho;3336
Peter Nicks;3337
Jason Zada;3338
Sion Sono;3339
Oliver Frampton;3340
Radha Blank;3341
Scott Walker;3342
Rob Burnett;3343
Raúl Arévalo;3344
Louie Psihoyos;3345
Makoto Shinkai;3346
Mario Mattei;3347
Charles Uwagbai;3348
Quek Shio-chuan;3349
Cody Stokes;3350
Ibai Abad;3351
Doron Paz;3352
Paul Shoulberg;3353
Kasra Farahani;3354
Wong Kar Wai;3355
Andy Devonshire;3356
Karim Amer;3357
Yee Tung-Shing;3358
Michel Gondry;3359
Gary Wang;3360
Alice Wu;3361
Brian Henson;3362
Jan Komasa;3363
Michael G. Kehoe;3364
Mickey Liddell;3365
Paco Arango;3366
Charles Gozali;3367
Bobby Farrelly;3368
Maya Gallus;3369
Chad Archibald;3370
Zoe Berriatúa;3371
Mark Columbus;3372
John Mitchell;3373
Kiko Cruz Claverol;3374
Bradley Walsh;3375
Milind Rau;3376
Damani Baker;3377
Rudradeep Bhattacharjee;3378
Rob W. King;3379
Lasse Hallström;3380
Maite Ruiz De Austri;3381
Isaac Ezban;3382
Jim Strouse;3383
Philip Einstein Lipski;3384
Dennis Rovira van Boekholt;3385
Femi Oyeniran;3386
Ahmed Medhat;3387
Craig Monahan;3388
Olivier Nakache;3389
Paulo Oriol;3390
Phyllida Lloyd;3391
Benjamin Cohen;3392
Robin Swicord;3393
Bronwen Hughes;3394
Karen Moncrieff;3395
Yorgos Lanthimos;3396
Sara Colangelo;3397
David Michôd;3398
Randa Chahal Sabbag;3399
Monika Mitchell;3400
Alejandro Agresti;3401
Timothy Reckart;3402
Nicole Holofcener;3403
Pieter-Jan De Pue;3404
Ahn Byoung-wook;3405
Athiyan Athirai;3406
Tony Scott;3407
Olivier Megaton;3408
Gillian Armstrong;3409
Eduardo Mendoza de Echave;3410
Greg Pritikin;3411
Mark Craig;3412
Dennis Scholl;3413
Rodrigo Salomón;3414
Raz Degan;3415
William Bindley;3416
Rob Smat;3417
Kevin Pollak;3418
Mateo Gil;3419
José Larraza;3420
Jody Hill;3421
Theo Love;3422
Sibusiso Khuzwayo;3423
Edoardo Ponti;3424
Jonathan Augustin;3425
Vibeke Idsøe;3426
Blake Harris;3427
Mark Osborne;3428
Kepa Sojo;3429
Richard Claus;3430
Florian Henckel von Donnersmarck;3431
Brian O'Malley;3432
Mike Diva;3433
Jay Lyons;3434
Robert Aldrich;3435
Fred Durst;3436
Joshua Oppenheimer;3437
Peter Jackson;3438
Vicky Wight;3439
Nuel Naval;3440
Marco Schnabel;3441
Azazel Jacobs;3442
Robert Cannan;3443
Stanisław Różewicz;3444
Johnny To;3445
Robert Tate;3446
Richard Weston;3447
Vasan Bala;3448
John Mikulak;3449
Marco Bonfanti;3450
Tony Datis;3451
Hassan AbdulSalam;3452
Michael Barnett;3453
Will Eisenberg;3454
Francesco Carnesecchi;3455
Yayo Herrero;3456
Park In-je;3457
Albert Sharpe;3458
Matías Bize;3459
Grant Heslov;3460
Chi Keung Fung;3461
Andreas Pichler;3462
Jan Holoubek;3463
Mads Matthiesen;3464
Bryan Bertino;3465
John Banas;3466
Franck Ribière;3467
Tommy O'Haver;3468
Ian Cheney;3469
Manuel Martín Cuenca;3470
Michael Radford;3471
Stuart Heisler;3472
Carly Stone;3473
Christopher Cain;3474
Isaki Lacuesta;3475
Michael Cristofer;3476
Stefan Aust;3477
Gina Prince-Bythewood;3478
Matt Angel;3479
Mike Fleiss;3480
Orson Welles;3481
Joseph Ruben;3482
Peter Hutchings;3483
Rod Lurie;3484
Jake Szymanski;3485
Carles Torras;3486
John Duigan;3487
Ben A. Williams;3488
Mimi Leder;3489
Alan J. Pakula;3490
Chris Nelson;3491
Jean-Pierre Devillers;3492
Luis Estrada;3493
Richard Shepard;3494
Stephen Chbosky;3495
Joel Schumacher;3496
Julia Willoughby Nason;3497
Peggy Holmes;3498
Bryan Buckley;3499
Peter Lord;3500
Patryk Vega;3501
Keerthi;3502
Stefano Mordini;3503
Robert Zemeckis;3504
Maya Forbes;3505
Chan-sang Lim;3506
Teddy Lussi-Modeste;3507
Brian A. Miller;3508
Martha Coolidge;3509
Ron Clements;3510
Mike Rohl;3511
Na Hyeon;3512
Farhad Safinia;3513
Terry George;3514
John Papola;3515
Grant Korgan;3516
Frank Simon;3517
Laura Brownson;3518
Francis Ford Coppola;3519
Miriam Chandy Menacherry;3520
Kevin Derek;3521
Shaina Allen;3522
Jonás Trueba;3523
Gideon Raff;3524
Alison MacLean;3525
Paul Munger;3526
Lisa Cortés;3527
Choi Jin-seong;3528
Steve Barker;3529
Dejan Zečević;3530
Hadi El Bagoury;3531
Lone Scherfig;3532
Ellena Wood;3533
David Bruckner;3534
N.D. Wilson;3535
Curtis Hanson;3536
Christian E. Christiansen;3537
Liao Shih-han;3538
